"ST","conference","D1School","Seed","Region"
"2011_1321","big_ten",1,NA,NA
"2011_1322","southland",1,NA,NA
"2011_1323","big_east",1,2,"Southwest"
"2011_1324","summit",1,13,"West"
"2011_1325","mac",1,NA,NA
"2011_1326","big_ten",1,1,"East"
"2011_1328","big_twelve",1,NA,NA
"2011_1329","big_twelve",1,NA,NA
"2011_1330","caa",1,9,"Southeast"
"2011_1331","summit",1,NA,NA
"2011_1332","pac_ten",1,NA,NA
"2011_1333","pac_ten",1,NA,NA
"2011_1334","big_west",1,NA,NA
"2011_1335","ivy",1,NA,NA
"2011_1336","big_ten",1,10,"West"
"2011_1337","wcc",1,NA,NA
"2011_1338","big_east",1,1,"Southeast"
"2011_1339","wcc",1,NA,NA
"2011_1340","big_sky",1,NA,NA
"2011_1341","swac",1,NA,NA
"2011_1342","big_south",1,NA,NA
"2011_1343","ivy",1,13,"East"
"2011_1344","big_east",1,NA,NA
"2011_1345","big_ten",1,3,"Southwest"
"2011_1346","nec",1,NA,NA
"2011_1347","big_south",1,NA,NA
"2011_1348","a_ten",1,NA,NA
"2011_1349","cusa",1,NA,NA
"2011_1350","a_ten",1,12,"Southwest"
"2011_1351","maac",1,NA,NA
"2011_1352","nec",1,NA,NA
"2011_1353","big_east",1,NA,NA
"2011_1354","meac",1,NA,NA
"2011_1355","summit",1,NA,NA
"2011_1356","mvc",1,NA,NA
"2011_1357","nec",1,NA,NA
"2011_1358","southland",1,NA,NA
"2011_1359","southern",1,NA,NA
"2011_1360","wcc",1,NA,NA
"2011_1361","mwc",1,2,"West"
"2011_1362","wcc",1,NA,NA
"2011_1363","wac",1,NA,NA
"2011_1364","big_west",1,15,"Southeast"
"2011_1365","wcc",1,NA,NA
"2011_1366","ind",1,NA,NA
"2011_1367","a_sun",1,NA,NA
"2011_1368","southland",1,NA,NA
"2011_1369","ovc",1,NA,NA
"2011_1370","ind",1,NA,NA
"2011_1371","big_east",1,NA,NA
"2011_1372","southland",1,NA,NA
"2011_1373","maac",1,NA,NA
"2011_1374","cusa",1,NA,NA
"2011_1375","sun_belt",1,NA,NA
"2011_1376","sec",1,NA,NA
"2011_1377","gwc",1,NA,NA
"2011_1378","big_east",1,NA,NA
"2011_1379","cusa",1,NA,NA
"2011_1380","swac",1,NA,NA
"2011_1381","summit",1,NA,NA
"2011_1382","a_ten",1,NA,NA
"2011_1383","nec",1,NA,NA
"2011_1384","nec",1,NA,NA
"2011_1385","big_east",1,6,"Southeast"
"2011_1386","a_ten",1,NA,NA
"2011_1387","a_ten",1,NA,NA
"2011_1388","wcc",1,NA,NA
"2011_1389","maac",1,14,"Southwest"
"2011_1390","pac_ten",1,NA,NA
"2011_1391","a_sun",1,NA,NA
"2011_1392","aec",1,NA,NA
"2011_1393","big_east",1,3,"East"
"2011_1394","southland",1,NA,NA
"2011_1395","mwc",1,NA,NA
"2011_1396","a_ten",1,7,"West"
"2011_1397","sec",1,9,"West"
"2011_1398","ovc",1,NA,NA
"2011_1399","ovc",1,NA,NA
"2011_1400","big_twelve",1,4,"West"
"2011_1401","big_twelve",1,7,"Southwest"
"2011_1402","southland",1,NA,NA
"2011_1403","big_twelve",1,NA,NA
"2011_1404","ovc",1,NA,NA
"2011_1405","mac",1,NA,NA
"2011_1406","caa",1,NA,NA
"2011_1407","sun_belt",1,NA,NA
"2011_1408","cusa",1,NA,NA
"2011_1409","cusa",1,NA,NA
"2011_1410","gwc",1,NA,NA
"2011_1411","swac",1,NA,NA
"2011_1412","cusa",1,12,"East"
"2011_1413","big_west",1,NA,NA
"2011_1414","big_west",1,NA,NA
"2011_1415","big_west",1,NA,NA
"2011_1416","cusa",1,NA,NA
"2011_1417","pac_ten",1,7,"Southeast"
"2011_1418","sun_belt",1,NA,NA
"2011_1419","sun_belt",1,NA,NA
"2011_1420","aec",1,NA,NA
"2011_1421","big_south",1,16,"Southeast"
"2011_1422","southern",1,NA,NA
"2011_1423","caa",1,NA,NA
"2011_1424","mwc",1,8,"Southwest"
"2011_1425","pac_ten",1,11,"Southwest"
"2011_1426","southland",1,NA,NA
"2011_1427","southland",1,16,"East"
"2011_1428","mwc",1,NA,NA
"2011_1429","wac",1,12,"Southeast"
"2011_1430","gwc",1,NA,NA
"2011_1431","cusa",1,NA,NA
"2011_1433","caa",1,11,"Southwest"
"2011_1434","horizon",1,NA,NA
"2011_1435","sec",1,5,"Southwest"
"2011_1436","aec",1,NA,NA
"2011_1437","big_east",1,9,"East"
"2011_1438","acc",1,NA,NA
"2011_1439","acc",1,NA,NA
"2011_1440","big_south",1,NA,NA
"2011_1441","southern",1,NA,NA
"2011_1442","summit",1,NA,NA
"2011_1443","sun_belt",1,NA,NA
"2011_1444","mac",1,NA,NA
"2011_1447","nec",1,NA,NA
"2011_1448","acc",1,NA,NA
"2011_1449","pac_ten",1,7,"East"
"2011_1450","pac_ten",1,NA,NA
"2011_1451","big_sky",1,NA,NA
"2011_1452","big_east",1,5,"East"
"2011_1453","horizon",1,NA,NA
"2011_1454","horizon",1,NA,NA
"2011_1455","mvc",1,NA,NA
"2011_1456","caa",1,NA,NA
"2011_1457","big_south",1,NA,NA
"2011_1458","big_ten",1,4,"Southeast"
"2011_1459","southern",1,14,"Southeast"
"2011_1460","horizon",1,NA,NA
"2011_1461","mwc",1,NA,NA
"2011_1462","a_ten",1,6,"East"
"2011_1463","ivy",1,NA,NA
"2011_1464","horizon",1,NA,NA
"2012_1102","mwc",1,NA,NA
"2012_1103","mac",1,NA,NA
"2012_1104","sec",1,9,"Midwest"
"2012_1105","swac",1,NA,NA
"2012_1106","swac",1,NA,NA
"2012_1107","aec",1,NA,NA
"2012_1108","swac",1,NA,NA
"2012_1110","patriot",1,NA,NA
"2012_1111","southern",1,NA,NA
"2012_1112","pac_twelve",1,NA,NA
"2012_1113","pac_twelve",1,NA,NA
"2012_1114","sun_belt",1,NA,NA
"2012_1115","swac",1,NA,NA
"2012_1116","sec",1,NA,NA
"2012_1117","sun_belt",1,NA,NA
"2012_1119","patriot",1,NA,NA
"2012_1120","sec",1,NA,NA
"2012_1122","ovc",1,NA,NA
"2012_1123","mac",1,NA,NA
"2012_1124","big_twelve",1,3,"South"
"2012_1125","a_sun",1,14,"Midwest"
"2012_1126","meac",1,NA,NA
"2012_1127","aec",1,NA,NA
"2012_1129","mwc",1,NA,NA
"2012_1130","acc",1,NA,NA
"2012_1131","aec",1,NA,NA
"2012_1132","mac",1,NA,NA
"2012_1133","mvc",1,NA,NA
"2012_1135","ivy",1,NA,NA
"2012_1136","nec",1,NA,NA
"2012_1137","patriot",1,NA,NA
"2012_1138","mac",1,NA,NA
"2012_1139","horizon",1,NA,NA
"2012_1140","wcc",1,14,"West"
"2012_1141","mac",1,NA,NA
"2012_1142","big_west",1,NA,NA
"2012_1143","pac_twelve",1,12,"Midwest"
"2012_1144","big_south",1,NA,NA
"2012_1145","maac",1,NA,NA
"2012_1146","southland",1,NA,NA
"2012_1148","nec",1,NA,NA
"2012_1149","big_south",1,NA,NA
"2012_1150","a_ten",1,NA,NA
"2012_1151","southern",1,NA,NA
"2012_1152","gwc",1,NA,NA
"2012_1153","big_east",1,6,"East"
"2012_1154","southern",1,NA,NA
"2012_1155","acc",1,NA,NA
"2012_1156","horizon",1,NA,NA
"2012_1157","big_south",1,NA,NA
"2012_1158","southern",1,NA,NA
"2012_1159","patriot",1,NA,NA
"2012_1160","pac_twelve",1,11,"South"
"2012_1161","mwc",1,11,"West"
"2012_1162","ivy",1,NA,NA
"2012_1163","big_east",1,9,"South"
"2012_1164","meac",1,NA,NA
"2012_1165","ivy",1,NA,NA
"2012_1166","mvc",1,8,"Midwest"
"2012_1167","ind",1,NA,NA
"2012_1168","big_west",1,NA,NA
"2012_1169","big_west",1,NA,NA
"2012_1170","big_sky",1,NA,NA
"2012_1171","ivy",1,NA,NA
"2012_1172","southern",1,13,"West"
"2012_1173","a_ten",1,NA,NA
"2012_1174","caa",1,NA,NA
"2012_1175","meac",1,NA,NA
"2012_1176","sun_belt",1,NA,NA
"2012_1177","big_east",1,NA,NA
"2012_1178","horizon",1,15,"Midwest"
"2012_1179","mvc",1,NA,NA
"2012_1180","caa",1,NA,NA
"2012_1181","acc",1,2,"South"
"2012_1182","a_ten",1,NA,NA
"2012_1183","ovc",1,NA,NA
"2012_1184","ovc",1,NA,NA
"2012_1185","mac",1,NA,NA
"2012_1186","big_sky",1,NA,NA
"2012_1187","cusa",1,NA,NA
"2012_1188","ovc",0,NA,NA
"2012_1189","southern",1,NA,NA
"2012_1190","a_sun",1,NA,NA
"2012_1191","mvc",1,NA,NA
"2012_1192","nec",1,NA,NA
"2012_1193","maac",1,NA,NA
"2012_1194","sun_belt",1,NA,NA
"2012_1195","a_sun",1,NA,NA
"2012_1196","sec",1,7,"West"
"2012_1197","meac",1,NA,NA
"2012_1198","sun_belt",1,NA,NA
"2012_1199","acc",1,3,"East"
"2012_1200","a_ten",1,NA,NA
"2012_1201","wac",1,NA,NA
"2012_1202","southern",1,NA,NA
"2012_1203","a_ten",1,NA,NA
"2012_1204","southern",1,NA,NA
"2012_1205","big_south",1,NA,NA
"2012_1206","caa",1,NA,NA
"2012_1207","big_east",1,3,"Midwest"
"2012_1208","sec",1,NA,NA
"2012_1209","caa",1,NA,NA
"2012_1210","acc",1,NA,NA
"2012_1211","wcc",1,7,"East"
"2012_1212","swac",1,NA,NA
"2012_1214","meac",1,NA,NA
"2012_1216","aec",1,NA,NA
"2012_1217","ivy",1,12,"East"
"2012_1218","wac",1,NA,NA
"2012_1219","big_south",1,NA,NA
"2012_1220","caa",1,NA,NA
"2012_1221","patriot",1,NA,NA
"2012_1222","cusa",1,NA,NA
"2012_1223","gwc",1,NA,NA
"2012_1224","meac",1,NA,NA
"2012_1225","wac",1,NA,NA
"2012_1226","big_sky",1,NA,NA
"2012_1227","horizon",1,NA,NA
"2012_1228","big_ten",1,NA,NA
"2012_1229","mvc",1,NA,NA
"2012_1231","big_ten",1,4,"South"
"2012_1232","mvc",1,NA,NA
"2012_1233","maac",1,14,"West"
"2012_1234","big_ten",1,NA,NA
"2012_1235","big_twelve",1,8,"South"
"2012_1236","summit",1,NA,NA
"2012_1237","summit",1,NA,NA
"2012_1238","swac",1,NA,NA
"2012_1239","a_sun",1,NA,NA
"2012_1240","ovc",1,NA,NA
"2012_1241","caa",1,NA,NA
"2012_1242","big_twelve",1,2,"Midwest"
"2012_1243","big_twelve",1,8,"East"
"2012_1244","a_sun",1,NA,NA
"2012_1245","mac",1,NA,NA
"2012_1246","sec",1,1,"South"
"2012_1247","a_ten",1,NA,NA
"2012_1248","patriot",1,NA,NA
"2012_1249","southland",1,16,"Midwest"
"2012_1250","patriot",1,15,"South"
"2012_1251","big_south",1,NA,NA
"2012_1252","a_sun",1,NA,NA
"2012_1253","big_west",1,12,"West"
"2012_1254","nec",1,16,"West"
"2012_1255","ind",1,NA,NA
"2012_1256","wac",1,NA,NA
"2012_1257","big_east",1,4,"West"
"2012_1258","wcc",1,NA,NA
"2012_1259","maac",1,15,"East"
"2012_1260","horizon",1,NA,NA
"2012_1261","sec",1,NA,NA
"2012_1263","aec",1,NA,NA
"2012_1264","maac",1,NA,NA
"2012_1265","maac",1,NA,NA
"2012_1266","big_east",1,3,"West"
"2012_1267","cusa",1,NA,NA
"2012_1268","acc",1,NA,NA
"2012_1269","a_ten",1,NA,NA
"2012_1270","southland",1,NA,NA
"2012_1271","meac",1,NA,NA
"2012_1272","cusa",1,8,"West"
"2012_1273","a_sun",1,NA,NA
"2012_1274","acc",1,NA,NA
"2012_1275","mac",1,NA,NA
"2012_1276","big_ten",1,4,"Midwest"
"2012_1277","big_ten",1,1,"West"
"2012_1278","big_ten",1,NA,NA
"2012_1279","sec",1,NA,NA
"2012_1280","sec",1,NA,NA
"2012_1281","big_twelve",1,2,"West"
"2012_1282","summit",1,NA,NA
"2012_1283","mvc",1,NA,NA
"2012_1284","nec",1,NA,NA
"2012_1285","big_sky",1,13,"East"
"2012_1286","big_sky",1,NA,NA
"2012_1287","ovc",1,NA,NA
"2012_1288","meac",1,NA,NA
"2012_1290","swac",1,16,"South"
"2012_1291","nec",1,NA,NA
"2012_1292","sun_belt",1,NA,NA
"2012_1293","ovc",1,6,"West"
"2012_1294","big_sky",1,NA,NA
"2012_1295","summit",1,NA,NA
"2012_1296","mac",1,NA,NA
"2012_1298","patriot",1,NA,NA
"2012_1299","meac",1,NA,NA
"2012_1300","meac",1,NA,NA
"2012_1301","acc",1,11,"Midwest"
"2012_1303","ind",0,NA,NA
"2012_1304","big_ten",1,NA,NA
"2012_1305","wac",1,NA,NA
"2012_1306","aec",1,NA,NA
"2012_1307","mwc",1,5,"West"
"2012_1308","wac",1,13,"South"
"2012_1310","maac",1,NA,NA
"2012_1311","southland",1,NA,NA
"2012_1312","gwc",1,NA,NA
"2012_1313","meac",1,15,"West"
"2012_1314","acc",1,1,"Midwest"
"2012_1315","gwc",0,NA,NA
"2012_1316","a_sun",1,NA,NA
"2012_1317","sun_belt",1,NA,NA
"2012_1318","caa",1,NA,NA
"2012_1319","big_sky",1,NA,NA
"2012_1320","mvc",1,NA,NA
"2012_1321","big_ten",1,NA,NA
"2012_1322","southland",1,NA,NA
"2012_1323","big_east",1,7,"South"
"2012_1324","summit",1,NA,NA
"2012_1325","mac",1,13,"Midwest"
"2012_1326","big_ten",1,2,"East"
"2012_1328","big_twelve",1,NA,NA
"2012_1329","big_twelve",1,NA,NA
"2012_1330","caa",1,NA,NA
"2012_1331","summit",1,NA,NA
"2012_1332","pac_twelve",1,NA,NA
"2012_1333","pac_twelve",1,NA,NA
"2012_1334","big_west",1,NA,NA
"2012_1335","ivy",1,NA,NA
"2012_1336","big_ten",1,NA,NA
"2012_1337","wcc",1,NA,NA
"2012_1338","big_east",1,NA,NA
"2012_1339","wcc",1,NA,NA
"2012_1340","big_sky",1,NA,NA
"2012_1341","swac",1,NA,NA
"2012_1342","big_south",1,NA,NA
"2012_1343","ivy",1,NA,NA
"2012_1344","big_east",1,NA,NA
"2012_1345","big_ten",1,10,"Midwest"
"2012_1346","nec",1,NA,NA
"2012_1347","big_south",1,NA,NA
"2012_1348","a_ten",1,NA,NA
"2012_1349","cusa",1,NA,NA
"2012_1350","a_ten",1,NA,NA
"2012_1351","maac",1,NA,NA
"2012_1352","nec",1,NA,NA
"2012_1353","big_east",1,NA,NA
"2012_1354","meac",1,NA,NA
"2012_1355","summit",1,14,"South"
"2012_1356","mvc",1,NA,NA
"2012_1357","nec",1,NA,NA
"2012_1358","southland",1,NA,NA
"2012_1359","southern",1,NA,NA
"2012_1360","wcc",1,NA,NA
"2012_1361","mwc",1,6,"Midwest"
"2012_1362","wcc",1,NA,NA
"2012_1363","wac",1,NA,NA
"2012_1364","big_west",1,NA,NA
"2012_1365","wcc",1,NA,NA
"2012_1366","meac",1,NA,NA
"2012_1367","a_sun",1,NA,NA
"2012_1368","southland",1,NA,NA
"2012_1369","ovc",1,NA,NA
"2012_1370","ind",1,NA,NA
"2012_1371","big_east",1,NA,NA
"2012_1372","southland",1,NA,NA
"2012_1373","maac",1,NA,NA
"2012_1374","cusa",1,NA,NA
"2012_1375","sun_belt",1,NA,NA
"2012_1376","sec",1,NA,NA
"2012_1377","summit",1,NA,NA
"2012_1378","big_east",1,12,"Midwest"
"2012_1379","cusa",1,9,"East"
"2012_1380","swac",1,NA,NA
"2012_1381","summit",1,NA,NA
"2012_1382","a_ten",1,14,"East"
"2012_1383","nec",1,NA,NA
"2012_1384","nec",1,NA,NA
"2012_1385","big_east",1,NA,NA
"2012_1386","a_ten",1,NA,NA
"2012_1387","a_ten",1,9,"West"
"2012_1388","wcc",1,7,"Midwest"
"2012_1389","maac",1,NA,NA
"2012_1390","pac_twelve",1,NA,NA
"2012_1391","a_sun",1,NA,NA
"2012_1392","aec",1,NA,NA
"2012_1393","big_east",1,1,"East"
"2012_1394","southland",1,NA,NA
"2012_1395","mwc",1,NA,NA
"2012_1396","a_ten",1,5,"Midwest"
"2012_1397","sec",1,NA,NA
"2012_1398","ovc",1,NA,NA
"2012_1399","ovc",1,NA,NA
"2012_1400","big_twelve",1,11,"East"
"2012_1401","big_twelve",1,NA,NA
"2012_1402","southland",1,NA,NA
"2012_1403","big_twelve",1,NA,NA
"2012_1404","ovc",1,NA,NA
"2012_1405","mac",1,NA,NA
"2012_1406","caa",1,NA,NA
"2012_1407","sun_belt",1,NA,NA
"2012_1408","cusa",1,NA,NA
"2012_1409","cusa",1,NA,NA
"2012_1410","gwc",1,NA,NA
"2012_1411","swac",1,NA,NA
"2012_1412","cusa",1,NA,NA
"2012_1413","big_west",1,NA,NA
"2012_1414","big_west",1,NA,NA
"2012_1415","big_west",1,NA,NA
"2012_1416","cusa",1,NA,NA
"2012_1417","pac_twelve",1,NA,NA
"2012_1418","sun_belt",1,NA,NA
"2012_1419","sun_belt",1,NA,NA
"2012_1420","aec",1,NA,NA
"2012_1421","big_south",1,16,"East"
"2012_1422","southern",1,NA,NA
"2012_1423","caa",1,NA,NA
"2012_1424","mwc",1,6,"South"
"2012_1425","pac_twelve",1,NA,NA
"2012_1426","southland",1,NA,NA
"2012_1427","southland",1,NA,NA
"2012_1428","pac_twelve",1,NA,NA
"2012_1429","wac",1,NA,NA
"2012_1430","gwc",1,NA,NA
"2012_1431","cusa",1,NA,NA
"2012_1433","caa",1,12,"South"
"2012_1434","horizon",1,NA,NA
"2012_1435","sec",1,5,"East"
"2012_1436","aec",1,16,"Midwest"
"2012_1437","big_east",1,NA,NA
"2012_1438","acc",1,10,"West"
"2012_1439","acc",1,NA,NA
"2012_1440","big_south",1,NA,NA
"2012_1441","southern",1,NA,NA
"2012_1442","summit",1,NA,NA
"2012_1443","sun_belt",1,16,"South"
"2012_1444","mac",1,NA,NA
"2012_1447","nec",1,NA,NA
"2012_1448","acc",1,NA,NA
"2012_1449","pac_twelve",1,NA,NA
"2012_1450","pac_twelve",1,NA,NA
"2012_1451","big_sky",1,NA,NA
"2012_1452","big_east",1,10,"East"
"2012_1453","horizon",1,NA,NA
"2012_1454","horizon",1,NA,NA
"2012_1455","mvc",1,5,"South"
"2012_1456","caa",1,NA,NA
"2012_1457","big_south",1,NA,NA
"2012_1458","big_ten",1,4,"East"
"2012_1459","southern",1,NA,NA
"2012_1460","horizon",1,NA,NA
"2012_1461","mwc",1,NA,NA
"2012_1462","a_ten",1,10,"South"
"2012_1463","ivy",1,NA,NA
"2012_1464","horizon",1,NA,NA
"2013_1102","mwc",1,NA,NA
"2013_1103","mac",1,12,"South"
"2013_1104","sec",1,NA,NA
"2013_1105","swac",1,NA,NA
"2013_1106","swac",1,NA,NA
"2013_1107","aec",1,15,"Midwest"
"2013_1108","swac",1,NA,NA
"2013_1110","patriot",1,NA,NA
"2013_1111","southern",1,NA,NA
"2013_1112","pac_twelve",1,6,"West"
"2013_1113","pac_twelve",1,NA,NA
"2013_1114","sun_belt",1,NA,NA
"2013_1115","swac",1,NA,NA
"2013_1116","sec",1,NA,NA
"2013_1117","sun_belt",1,NA,NA
"2013_1119","patriot",1,NA,NA
"2013_1120","sec",1,NA,NA
"2013_1122","ovc",1,NA,NA
"2013_1123","mac",1,NA,NA
"2013_1124","big_twelve",1,NA,NA
"2013_1125","ovc",1,11,"West"
"2013_1126","meac",1,NA,NA
"2013_1127","aec",1,NA,NA
"2013_1129","mwc",1,13,"West"
"2013_1130","acc",1,NA,NA
"2013_1131","aec",1,NA,NA
"2013_1132","mac",1,NA,NA
"2013_1133","mvc",1,NA,NA
"2013_1135","ivy",1,NA,NA
"2013_1136","nec",1,NA,NA
"2013_1137","patriot",1,11,"East"
"2013_1138","mac",1,NA,NA
"2013_1139","a_ten",1,6,"East"
"2013_1140","wcc",1,NA,NA
"2013_1141","mac",1,NA,NA
"2013_1142","big_west",1,NA,NA
"2013_1143","pac_twelve",1,12,"East"
"2013_1144","big_south",1,NA,NA
"2013_1145","maac",1,NA,NA
"2013_1146","southland",1,NA,NA
"2013_1148","nec",1,NA,NA
"2013_1149","big_south",1,NA,NA
"2013_1150","a_ten",1,NA,NA
"2013_1151","southern",1,NA,NA
"2013_1152","gwc",1,NA,NA
"2013_1153","big_east",1,10,"Midwest"
"2013_1154","southern",1,NA,NA
"2013_1155","acc",1,NA,NA
"2013_1156","horizon",1,NA,NA
"2013_1157","big_south",1,NA,NA
"2013_1158","southern",1,NA,NA
"2013_1159","patriot",1,NA,NA
"2013_1160","pac_twelve",1,10,"East"
"2013_1161","mwc",1,8,"Midwest"
"2013_1162","ivy",1,NA,NA
"2013_1163","big_east",1,NA,NA
"2013_1164","meac",1,NA,NA
"2013_1165","ivy",1,NA,NA
"2013_1166","mvc",1,7,"Midwest"
"2013_1167","ind",1,NA,NA
"2013_1168","big_west",1,NA,NA
"2013_1169","big_west",1,NA,NA
"2013_1170","big_sky",1,NA,NA
"2013_1171","ivy",1,NA,NA
"2013_1172","southern",1,14,"East"
"2013_1173","a_ten",1,NA,NA
"2013_1174","caa",1,NA,NA
"2013_1175","meac",1,NA,NA
"2013_1176","wac",1,NA,NA
"2013_1177","big_east",1,NA,NA
"2013_1178","horizon",1,NA,NA
"2013_1179","mvc",1,NA,NA
"2013_1180","caa",1,NA,NA
"2013_1181","acc",1,2,"Midwest"
"2013_1182","a_ten",1,NA,NA
"2013_1183","ovc",1,NA,NA
"2013_1184","ovc",1,NA,NA
"2013_1185","mac",1,NA,NA
"2013_1186","big_sky",1,NA,NA
"2013_1187","cusa",1,NA,NA
"2013_1188","ovc",1,NA,NA
"2013_1189","southern",1,NA,NA
"2013_1190","a_sun",1,NA,NA
"2013_1191","mvc",1,NA,NA
"2013_1192","nec",1,NA,NA
"2013_1193","maac",1,NA,NA
"2013_1194","sun_belt",1,NA,NA
"2013_1195","a_sun",1,15,"South"
"2013_1196","sec",1,3,"South"
"2013_1197","meac",1,NA,NA
"2013_1198","sun_belt",1,NA,NA
"2013_1199","acc",1,NA,NA
"2013_1200","a_ten",1,NA,NA
"2013_1201","mwc",1,NA,NA
"2013_1202","southern",1,NA,NA
"2013_1203","a_ten",1,NA,NA
"2013_1204","southern",1,NA,NA
"2013_1205","big_south",1,NA,NA
"2013_1206","caa",1,NA,NA
"2013_1207","big_east",1,2,"South"
"2013_1208","sec",1,NA,NA
"2013_1209","caa",1,NA,NA
"2013_1210","acc",1,NA,NA
"2013_1211","wcc",1,1,"West"
"2013_1212","swac",1,NA,NA
"2013_1214","meac",1,NA,NA
"2013_1216","aec",1,NA,NA
"2013_1217","ivy",1,14,"West"
"2013_1218","big_west",1,NA,NA
"2013_1219","big_south",1,NA,NA
"2013_1220","caa",1,NA,NA
"2013_1221","patriot",1,NA,NA
"2013_1222","cusa",1,NA,NA
"2013_1223","gwc",1,NA,NA
"2013_1224","meac",1,NA,NA
"2013_1225","wac",1,NA,NA
"2013_1226","big_sky",1,NA,NA
"2013_1227","horizon",1,NA,NA
"2013_1228","big_ten",1,7,"East"
"2013_1229","mvc",1,NA,NA
"2013_1231","big_ten",1,1,"East"
"2013_1232","mvc",1,NA,NA
"2013_1233","maac",1,15,"West"
"2013_1234","big_ten",1,NA,NA
"2013_1235","big_twelve",1,10,"West"
"2013_1236","summit",1,NA,NA
"2013_1237","summit",1,NA,NA
"2013_1238","swac",1,NA,NA
"2013_1239","a_sun",1,NA,NA
"2013_1240","ovc",1,NA,NA
"2013_1241","caa",1,16,"East"
"2013_1242","big_twelve",1,1,"South"
"2013_1243","big_twelve",1,4,"West"
"2013_1244","a_sun",1,NA,NA
"2013_1245","mac",1,NA,NA
"2013_1246","sec",1,NA,NA
"2013_1247","a_ten",1,13,"West"
"2013_1248","patriot",1,NA,NA
"2013_1249","southland",1,NA,NA
"2013_1250","patriot",1,NA,NA
"2013_1251","big_south",1,16,"Midwest"
"2013_1252","a_sun",1,NA,NA
"2013_1253","big_west",1,NA,NA
"2013_1254","nec",1,16,"East"
"2013_1255","big_south",1,NA,NA
"2013_1256","wac",1,NA,NA
"2013_1257","big_east",1,1,"Midwest"
"2013_1258","wcc",1,NA,NA
"2013_1259","maac",1,NA,NA
"2013_1260","horizon",1,NA,NA
"2013_1261","sec",1,NA,NA
"2013_1263","aec",1,NA,NA
"2013_1264","maac",1,NA,NA
"2013_1265","maac",1,NA,NA
"2013_1266","big_east",1,3,"East"
"2013_1267","cusa",1,NA,NA
"2013_1268","acc",1,NA,NA
"2013_1269","a_ten",1,NA,NA
"2013_1270","southland",1,NA,NA
"2013_1271","meac",1,NA,NA
"2013_1272","cusa",1,6,"Midwest"
"2013_1273","a_sun",1,NA,NA
"2013_1274","acc",1,2,"East"
"2013_1275","mac",1,NA,NA
"2013_1276","big_ten",1,4,"South"
"2013_1277","big_ten",1,3,"Midwest"
"2013_1278","big_ten",1,11,"South"
"2013_1279","sec",1,12,"West"
"2013_1280","sec",1,NA,NA
"2013_1281","sec",1,9,"Midwest"
"2013_1282","summit",1,NA,NA
"2013_1283","mvc",1,NA,NA
"2013_1284","nec",1,NA,NA
"2013_1285","big_sky",1,13,"East"
"2013_1286","big_sky",1,NA,NA
"2013_1287","ovc",1,NA,NA
"2013_1288","meac",1,NA,NA
"2013_1290","swac",1,NA,NA
"2013_1291","nec",1,NA,NA
"2013_1292","sun_belt",1,11,"Midwest"
"2013_1293","ovc",1,NA,NA
"2013_1294","big_sky",1,NA,NA
"2013_1295","summit",1,NA,NA
"2013_1296","mac",1,NA,NA
"2013_1297","a_sun",0,NA,NA
"2013_1298","patriot",1,NA,NA
"2013_1299","meac",1,16,"Midwest"
"2013_1300","meac",1,NA,NA
"2013_1301","acc",1,8,"East"
"2013_1303","summit",0,NA,NA
"2013_1304","big_ten",1,NA,NA
"2013_1305","mwc",1,NA,NA
"2013_1306","aec",1,NA,NA
"2013_1307","mwc",1,3,"West"
"2013_1308","wac",1,13,"Midwest"
"2013_1309","ind",1,NA,NA
"2013_1310","maac",1,NA,NA
"2013_1311","southland",1,NA,NA
"2013_1312","gwc",1,NA,NA
"2013_1313","meac",1,NA,NA
"2013_1314","acc",1,8,"South"
"2013_1315","big_sky",1,NA,NA
"2013_1316","a_sun",1,NA,NA
"2013_1317","sun_belt",1,NA,NA
"2013_1318","caa",1,NA,NA
"2013_1319","big_sky",1,NA,NA
"2013_1320","mvc",1,NA,NA
"2013_1321","big_ten",1,NA,NA
"2013_1322","southland",1,14,"South"
"2013_1323","big_east",1,7,"West"
"2013_1324","summit",1,NA,NA
"2013_1325","mac",1,NA,NA
"2013_1326","big_ten",1,2,"West"
"2013_1328","big_twelve",1,10,"South"
"2013_1329","big_twelve",1,5,"Midwest"
"2013_1330","caa",1,NA,NA
"2013_1331","southland",1,NA,NA
"2013_1332","pac_twelve",1,12,"Midwest"
"2013_1333","pac_twelve",1,NA,NA
"2013_1334","big_west",1,15,"East"
"2013_1335","ivy",1,NA,NA
"2013_1336","big_ten",1,NA,NA
"2013_1337","wcc",1,NA,NA
"2013_1338","big_east",1,8,"West"
"2013_1339","wcc",1,NA,NA
"2013_1340","big_sky",1,NA,NA
"2013_1341","swac",1,NA,NA
"2013_1342","big_south",1,NA,NA
"2013_1343","ivy",1,NA,NA
"2013_1344","big_east",1,NA,NA
"2013_1345","big_ten",1,NA,NA
"2013_1346","nec",1,NA,NA
"2013_1347","big_south",1,NA,NA
"2013_1348","a_ten",1,NA,NA
"2013_1349","cusa",1,NA,NA
"2013_1350","a_ten",1,NA,NA
"2013_1351","maac",1,NA,NA
"2013_1352","nec",1,NA,NA
"2013_1353","big_east",1,NA,NA
"2013_1354","meac",1,NA,NA
"2013_1355","summit",1,13,"South"
"2013_1356","mvc",1,NA,NA
"2013_1357","nec",1,NA,NA
"2013_1358","southland",1,NA,NA
"2013_1359","southern",1,NA,NA
